inst_index,actual_class,predicted_class,distribution_0,distribution_1
1.0,0.0,0.0,0.849124102501,0.150875897499
2.0,1.0,0.0,0.849124102501,0.150875897499
3.0,0.0,0.0,0.893952046181,0.106047953819
4.0,0.0,1.0,0.344211280704,0.655788719296
5.0,1.0,1.0,0.0373983055014,0.962601694499
6.0,1.0,1.0,0.275119881104,0.724880118896
7.0,1.0,0.0,0.728533290004,0.271466709996
8.0,0.0,0.0,0.959342856015,0.0406571439851
9.0,0.0,1.0,0.415252969664,0.584747030336
10.0,1.0,0.0,0.959342856015,0.0406571439851
11.0,0.0,0.0,0.924644789473,0.0753552105269
12.0,1.0,1.0,0.105809249774,0.894190750226
13.0,0.0,0.0,0.849124102501,0.150875897499
14.0,1.0,1.0,0.0144529206121,0.985547079388
15.0,0.0,0.0,0.959342856015,0.0406571439851
16.0,1.0,1.0,0.049564998787,0.950435001213
17.0,1.0,1.0,0.0514789970044,0.948521002996
18.0,0.0,0.0,0.959342856015,0.0406571439851
19.0,1.0,0.0,0.924644789473,0.0753552105269
20.0,0.0,0.0,0.986139286879,0.0138607131212
21.0,0.0,1.0,0.105809249774,0.894190750226
22.0,0.0,0.0,0.849124102501,0.150875897499
23.0,0.0,0.0,0.861950880936,0.138049119064
24.0,0.0,0.0,0.882519343956,0.117480656044
25.0,0.0,0.0,0.924644789473,0.0753552105269
26.0,0.0,1.0,0.344211280704,0.655788719296
27.0,1.0,1.0,0.105809249774,0.894190750226
28.0,0.0,0.0,0.924644789473,0.0753552105269
29.0,0.0,0.0,0.882519343956,0.117480656044
30.0,1.0,0.0,0.849124102501,0.150875897499
31.0,1.0,1.0,0.105809249774,0.894190750226
32.0,1.0,1.0,0.00361030908337,0.996389690917
33.0,1.0,0.0,0.849124102501,0.150875897499
34.0,1.0,1.0,0.105809249774,0.894190750226
35.0,0.0,0.0,0.849124102501,0.150875897499
36.0,1.0,1.0,0.344211280704,0.655788719296
37.0,0.0,0.0,0.849124102501,0.150875897499
38.0,0.0,0.0,0.959342856015,0.0406571439851
39.0,0.0,0.0,0.890011543038,0.109988456962
40.0,1.0,1.0,0.140750814071,0.859249185929
41.0,1.0,1.0,0.105809249774,0.894190750226
42.0,1.0,1.0,0.135876459722,0.864123540278
43.0,0.0,0.0,0.674349439145,0.325650560855
44.0,1.0,1.0,0.105809249774,0.894190750226
45.0,0.0,0.0,0.959342856015,0.0406571439851
46.0,0.0,0.0,0.980932583833,0.0190674161666
47.0,0.0,0.0,0.849124102501,0.150875897499
48.0,0.0,0.0,0.533665450201,0.466334549799
49.0,0.0,0.0,0.982274644307,0.0177253556927
50.0,0.0,1.0,0.0144529206121,0.985547079388
51.0,0.0,0.0,0.849124102501,0.150875897499
52.0,1.0,0.0,0.924644789473,0.0753552105269
53.0,1.0,1.0,0.00361030908337,0.996389690917
54.0,0.0,0.0,0.849124102501,0.150875897499
55.0,0.0,1.0,0.0377624409066,0.962237559093
56.0,1.0,1.0,0.415252969664,0.584747030336
57.0,1.0,1.0,0.00361030908337,0.996389690917
58.0,1.0,1.0,0.0377624409066,0.962237559093
59.0,0.0,0.0,0.986139286879,0.0138607131212
60.0,0.0,0.0,0.924644789473,0.0753552105269
61.0,0.0,1.0,0.105809249774,0.894190750226
62.0,0.0,0.0,0.959342856015,0.0406571439851
63.0,0.0,0.0,0.980932583833,0.0190674161666
64.0,0.0,0.0,0.533665450201,0.466334549799
65.0,1.0,1.0,0.105809249774,0.894190750226
66.0,0.0,0.0,0.962145868898,0.0378541311021
67.0,0.0,0.0,0.959342856015,0.0406571439851
68.0,1.0,1.0,0.19062462451,0.80937537549
69.0,0.0,0.0,0.849124102501,0.150875897499
70.0,1.0,1.0,0.149270249671,0.850729750329
71.0,0.0,0.0,0.959342856015,0.0406571439851
72.0,1.0,1.0,0.415252969664,0.584747030336
73.0,1.0,1.0,0.0377624409066,0.962237559093
74.0,1.0,1.0,0.105809249774,0.894190750226
75.0,0.0,0.0,0.986139286879,0.0138607131212
76.0,0.0,0.0,0.861950880936,0.138049119064
77.0,1.0,1.0,0.105809249774,0.894190750226
78.0,1.0,1.0,0.0377624409066,0.962237559093
79.0,0.0,0.0,0.849124102501,0.150875897499
80.0,0.0,0.0,0.690461025599,0.309538974401
