inst_index,actual_class,predicted_class,distribution_0,distribution_1
1.0,0.0,0.0,0.917431192661,0.0825688073394
2.0,1.0,0.0,0.992156862745,0.0078431372549
3.0,0.0,0.0,0.975352112676,0.0246478873239
4.0,0.0,0.0,0.917431192661,0.0825688073394
5.0,1.0,1.0,0.01,0.99
6.0,1.0,1.0,0.116279069767,0.883720930233
7.0,1.0,1.0,0.1,0.9
8.0,0.0,0.0,0.975352112676,0.0246478873239
9.0,0.0,0.0,0.807692307692,0.192307692308
10.0,1.0,0.0,0.975352112676,0.0246478873239
11.0,0.0,0.0,0.992156862745,0.0078431372549
12.0,1.0,1.0,0.031007751938,0.968992248062
13.0,0.0,0.0,0.842105263158,0.157894736842
14.0,1.0,1.0,0.0666666666667,0.933333333333
15.0,0.0,0.0,0.975352112676,0.0246478873239
16.0,1.0,1.0,0.0,1.0
17.0,1.0,1.0,0.031007751938,0.968992248062
18.0,0.0,0.0,0.975352112676,0.0246478873239
19.0,1.0,1.0,0.0294117647059,0.970588235294
20.0,0.0,0.0,0.992156862745,0.0078431372549
21.0,0.0,1.0,0.031007751938,0.968992248062
22.0,0.0,0.0,0.842105263158,0.157894736842
23.0,0.0,0.0,0.807692307692,0.192307692308
24.0,0.0,0.0,0.975352112676,0.0246478873239
25.0,0.0,0.0,0.992156862745,0.0078431372549
26.0,0.0,0.0,0.917431192661,0.0825688073394
27.0,1.0,1.0,0.031007751938,0.968992248062
28.0,0.0,0.0,0.917431192661,0.0825688073394
29.0,0.0,0.0,0.975352112676,0.0246478873239
30.0,1.0,1.0,0.116279069767,0.883720930233
31.0,1.0,1.0,0.031007751938,0.968992248062
32.0,1.0,1.0,0.01,0.99
33.0,1.0,1.0,0.0,1.0
34.0,1.0,1.0,0.031007751938,0.968992248062
35.0,0.0,0.0,0.992156862745,0.0078431372549
36.0,1.0,0.0,0.833333333333,0.166666666667
37.0,0.0,0.0,0.917431192661,0.0825688073394
38.0,0.0,0.0,0.975352112676,0.0246478873239
39.0,0.0,0.0,0.992156862745,0.0078431372549
40.0,1.0,1.0,0.01,0.99
41.0,1.0,1.0,0.031007751938,0.968992248062
42.0,1.0,1.0,0.01,0.99
43.0,0.0,0.0,0.807692307692,0.192307692308
44.0,1.0,1.0,0.031007751938,0.968992248062
45.0,0.0,0.0,0.975352112676,0.0246478873239
46.0,0.0,0.0,0.975352112676,0.0246478873239
47.0,0.0,0.0,0.992156862745,0.0078431372549
48.0,0.0,0.0,0.917431192661,0.0825688073394
49.0,0.0,0.0,0.992156862745,0.0078431372549
50.0,0.0,1.0,0.0666666666667,0.933333333333
51.0,0.0,0.0,0.992156862745,0.0078431372549
52.0,1.0,0.0,0.842105263158,0.157894736842
53.0,1.0,1.0,0.0666666666667,0.933333333333
54.0,0.0,0.0,0.917431192661,0.0825688073394
55.0,0.0,1.0,0.031007751938,0.968992248062
56.0,1.0,1.0,0.0740740740741,0.925925925926
57.0,1.0,1.0,0.01,0.99
58.0,1.0,1.0,0.031007751938,0.968992248062
59.0,0.0,0.0,0.992156862745,0.0078431372549
60.0,0.0,0.0,0.992156862745,0.0078431372549
61.0,0.0,1.0,0.031007751938,0.968992248062
