inst_index,actual_class,predicted_class,distribution_0,distribution_1
1.0,0.0,0.0,1.0,9.82242389728e-17
2.0,1.0,0.0,1.0,8.7627790595e-156
3.0,0.0,0.0,1.0,2.08174423781e-213
4.0,0.0,0.0,0.999999986657,1.33425348828e-08
5.0,1.0,1.0,1.61543192742e-178,1.0
6.0,1.0,1.0,2.60663107996e-235,1.0
7.0,1.0,1.0,1.75209064347e-37,1.0
8.0,0.0,0.0,1.0,1.20455924083e-234
9.0,0.0,1.0,6.54632607676e-76,1.0
10.0,1.0,0.0,1.0,4.55764208059e-233
11.0,0.0,0.0,1.0,8.80571632947e-99
12.0,1.0,1.0,7.15697227316e-233,1.0
13.0,0.0,0.0,1.0,2.79808246188e-13
14.0,1.0,1.0,2.77439345641e-125,1.0
15.0,0.0,0.0,1.0,8.0759231043e-219
16.0,1.0,1.0,2.2360480279e-92,1.0
17.0,1.0,1.0,2.83157524577e-110,1.0
18.0,0.0,0.0,1.0,2.08563734223e-236
19.0,1.0,0.0,0.999702607671,0.00029739232871
20.0,0.0,0.0,1.0,1.06258903041e-168
21.0,0.0,1.0,1.27247885159e-221,1.0
22.0,0.0,0.0,0.999999998138,1.86178961859e-09
23.0,0.0,0.0,1.0,1.45759656274e-118
24.0,0.0,0.0,1.0,7.26339713977e-201
25.0,0.0,0.0,1.0,1.18742732211e-147
26.0,0.0,0.0,1.0,1.51325026072e-57
27.0,1.0,1.0,9.55792432083e-129,1.0
28.0,0.0,1.0,1.17492629606e-16,1.0
29.0,0.0,0.0,1.0,1.1579238252e-197
30.0,1.0,1.0,1.8627272499e-05,0.999981372728
31.0,1.0,1.0,5.29983615918e-177,1.0
32.0,1.0,1.0,9.14724652202e-109,1.0
33.0,1.0,0.0,1.0,1.02846883007e-134
34.0,1.0,1.0,1.84716428743e-260,1.0
35.0,0.0,0.0,1.0,1.51140739087e-159
36.0,1.0,1.0,2.36958659076e-30,1.0
37.0,0.0,0.0,1.0,4.95505827994e-36
38.0,0.0,0.0,1.0,2.28373622019e-221
39.0,0.0,0.0,1.0,3.36687056603e-116
40.0,1.0,1.0,1.6719952167e-113,1.0
41.0,1.0,1.0,1.43957096334e-200,1.0
42.0,1.0,1.0,4.08529984297e-186,1.0
43.0,0.0,0.0,1.0,1.39203907331e-204
44.0,1.0,1.0,2.93137591694e-221,1.0
45.0,0.0,0.0,1.0,2.33721580445e-230
46.0,0.0,0.0,1.0,6.75395397355e-88
47.0,0.0,0.0,1.0,3.13632211365e-160
48.0,0.0,1.0,4.47624728549e-16,1.0
49.0,0.0,0.0,1.0,3.4285144782e-169
50.0,0.0,1.0,4.51451505279e-93,1.0
51.0,0.0,0.0,1.0,5.77339293424e-170
52.0,1.0,0.0,1.0,3.47545610758e-125
53.0,1.0,1.0,4.33966031898e-54,1.0
54.0,0.0,1.0,1.9943476861e-21,1.0
55.0,0.0,1.0,3.55756045914e-232,1.0
56.0,1.0,0.0,1.0,1.18059296466e-30
57.0,1.0,1.0,3.56079804277e-160,1.0
58.0,1.0,1.0,0.0,1.0
59.0,0.0,0.0,1.0,2.07054784317e-185
60.0,0.0,0.0,1.0,3.51121219813e-158
61.0,0.0,1.0,3.52665441951e-158,1.0
62.0,0.0,0.0,1.0,3.3015156963e-221
63.0,0.0,0.0,1.0,2.72967528192e-70
64.0,0.0,1.0,2.76550211733e-57,1.0
65.0,1.0,1.0,1.98689795769e-193,1.0
66.0,0.0,0.0,1.0,5.81178677583e-173
67.0,0.0,0.0,1.0,9.72099090219e-99
68.0,1.0,1.0,1.02140814876e-27,1.0
69.0,0.0,1.0,7.70025441459e-39,1.0
70.0,1.0,1.0,2.48474762895e-72,1.0
71.0,0.0,0.0,1.0,9.40303840003e-230
72.0,1.0,1.0,8.53270405967e-48,1.0
73.0,1.0,1.0,8.88950004728e-275,1.0
74.0,1.0,1.0,2.63542919472e-203,1.0
75.0,0.0,0.0,1.0,4.02708880956e-202
76.0,0.0,0.0,1.0,2.38848960199e-178
77.0,1.0,1.0,4.68804227373e-216,1.0
78.0,1.0,1.0,2.55532079114e-252,1.0
79.0,0.0,0.0,0.999155970265,0.000844029735211
80.0,0.0,0.0,1.0,4.03752073027e-34
81.0,0.0,0.0,1.0,4.42533733667e-25
