inst_index,actual_class,predicted_class,distribution_0,distribution_1
1.0,1.0,1.0,0.49982043229,0.50017956771
2.0,1.0,1.0,0.49946949783,0.50053050217
3.0,1.0,1.0,0.499963352542,0.500036647458
4.0,1.0,0.0,0.500113223227,0.499886776773
5.0,1.0,1.0,0.49994623102,0.50005376898
6.0,0.0,0.0,0.5002531172,0.4997468828
7.0,1.0,1.0,0.499817008576,0.500182991424
8.0,0.0,0.0,0.50009397014,0.49990602986
9.0,0.0,1.0,0.499924083973,0.500075916027
10.0,0.0,0.0,0.500055683622,0.499944316378
11.0,1.0,1.0,0.499955771136,0.500044228864
12.0,0.0,0.0,0.500276929732,0.499723070268
13.0,0.0,0.0,0.500296398392,0.499703601608
14.0,1.0,1.0,0.4997269812,0.5002730188
15.0,1.0,1.0,0.499721701291,0.500278298709
16.0,1.0,1.0,0.499843412771,0.500156587229
17.0,1.0,1.0,0.499976488671,0.500023511329
18.0,0.0,0.0,0.500063965552,0.499936034448
19.0,0.0,0.0,0.500132969888,0.499867030112
20.0,0.0,0.0,0.500264028929,0.499735971071
21.0,0.0,0.0,0.500318005277,0.499681994723
22.0,0.0,0.0,0.500240080906,0.499759919094
23.0,0.0,0.0,0.50022131411,0.49977868589
24.0,0.0,0.0,0.500077801674,0.499922198326
25.0,1.0,1.0,0.499917479194,0.500082520806
26.0,0.0,0.0,0.500059426246,0.499940573754
27.0,1.0,1.0,0.499671037859,0.500328962141
28.0,1.0,1.0,0.499858056864,0.500141943136
29.0,0.0,0.0,0.500214262503,0.499785737497
30.0,1.0,1.0,0.49979726208,0.50020273792
31.0,1.0,1.0,0.499480622786,0.500519377214
32.0,1.0,1.0,0.499750462722,0.500249537278
33.0,1.0,1.0,0.499791714315,0.500208285685
34.0,0.0,0.0,0.500211630061,0.499788369939
35.0,0.0,0.0,0.500199549174,0.499800450826
36.0,1.0,1.0,0.499725215887,0.500274784113
37.0,0.0,0.0,0.50032956576,0.49967043424
38.0,1.0,1.0,0.499733676878,0.500266323122
39.0,0.0,0.0,0.500064408801,0.499935591199
40.0,1.0,1.0,0.499883725269,0.500116274731
41.0,0.0,0.0,0.50046027136,0.49953972864
42.0,1.0,1.0,0.499820991306,0.500179008694
43.0,1.0,1.0,0.49973639747,0.50026360253
44.0,0.0,0.0,0.50028854101,0.49971145899
45.0,0.0,0.0,0.500250293338,0.499749706662
46.0,0.0,0.0,0.500174936907,0.499825063093
47.0,0.0,0.0,0.500258279012,0.499741720988
48.0,0.0,0.0,0.500255993562,0.499744006438
49.0,0.0,0.0,0.500265139493,0.499734860507
50.0,0.0,0.0,0.500424562302,0.499575437698
51.0,1.0,1.0,0.499458731833,0.500541268167
52.0,1.0,0.0,0.500166506995,0.499833493005
53.0,0.0,0.0,0.500231792677,0.499768207323
54.0,0.0,0.0,0.500267477617,0.499732522383
55.0,0.0,0.0,0.500212849883,0.499787150117
56.0,0.0,0.0,0.500216693058,0.499783306942
57.0,0.0,0.0,0.500258967969,0.499741032031
58.0,1.0,1.0,0.499823971245,0.500176028755
59.0,0.0,0.0,0.500237302724,0.499762697276
60.0,0.0,0.0,0.50017002041,0.49982997959
61.0,1.0,1.0,0.499681800186,0.500318199814
62.0,0.0,0.0,0.500132298924,0.499867701076
63.0,1.0,1.0,0.499986367271,0.500013632729
64.0,1.0,1.0,0.499521312801,0.500478687199
65.0,1.0,1.0,0.499907524692,0.500092475308
66.0,1.0,1.0,0.499834333141,0.500165666859
67.0,1.0,0.0,0.501114578932,0.498885421068
68.0,1.0,1.0,0.499892726515,0.500107273485
69.0,1.0,1.0,0.499955057531,0.500044942469
70.0,0.0,0.0,0.500272515349,0.499727484651
71.0,0.0,0.0,0.50016594521,0.49983405479
72.0,0.0,0.0,0.500155392777,0.499844607223
73.0,1.0,1.0,0.499774837269,0.500225162731
74.0,0.0,0.0,0.500188537317,0.499811462683
75.0,0.0,0.0,0.500253074268,0.499746925732
76.0,0.0,0.0,0.500356565423,0.499643434577
77.0,0.0,1.0,0.499936687366,0.500063312634
78.0,1.0,1.0,0.498110352044,0.501889647956
79.0,1.0,1.0,0.499858690244,0.500141309756
80.0,0.0,0.0,0.500094920875,0.499905079125
81.0,0.0,0.0,0.500332284961,0.499667715039
82.0,0.0,0.0,0.5001337159,0.4998662841
83.0,1.0,1.0,0.499748006917,0.500251993083
84.0,1.0,1.0,0.499730006436,0.500269993564
85.0,1.0,1.0,0.499571529865,0.500428470135
86.0,0.0,0.0,0.500199183538,0.499800816462
87.0,1.0,1.0,0.499861621433,0.500138378567
88.0,1.0,1.0,0.499780026527,0.500219973473
89.0,0.0,0.0,0.500206954026,0.499793045974
90.0,0.0,0.0,0.50034307472,0.49965692528
91.0,1.0,1.0,0.499728629662,0.500271370338
92.0,0.0,0.0,0.500212170689,0.499787829311
93.0,0.0,0.0,0.500209611303,0.499790388697
94.0,0.0,0.0,0.500107640472,0.499892359528
95.0,0.0,0.0,0.500054274746,0.499945725254
96.0,1.0,0.0,0.500037039177,0.499962960823
97.0,1.0,1.0,0.499622665314,0.500377334686
98.0,0.0,0.0,0.500140220926,0.499859779074
99.0,0.0,0.0,0.500285195411,0.499714804589
100.0,1.0,1.0,0.499613072709,0.500386927291
101.0,0.0,0.0,0.50008694111,0.49991305889
102.0,1.0,1.0,0.499721727696,0.500278272304
103.0,0.0,0.0,0.500309431917,0.499690568083
104.0,1.0,0.0,0.500057004251,0.499942995749
105.0,0.0,0.0,0.500159673734,0.499840326266
106.0,0.0,0.0,0.500445796937,0.499554203063
107.0,1.0,1.0,0.499683109805,0.500316890195
108.0,0.0,0.0,0.500265844405,0.499734155595
109.0,0.0,0.0,0.500248151843,0.499751848157
110.0,1.0,0.0,0.500804005426,0.499195994574
111.0,0.0,1.0,0.499883355096,0.500116644904
112.0,1.0,1.0,0.499968491075,0.500031508925
113.0,0.0,0.0,0.500002622969,0.499997377031
114.0,1.0,1.0,0.499761223384,0.500238776616
115.0,0.0,0.0,0.50042612179,0.49957387821
116.0,0.0,0.0,0.500224527021,0.499775472979
117.0,0.0,0.0,0.500203993068,0.499796006932
