Bagging,0.934799805282,0.931130672514,0.852459016393
Logit_Boost,0.9188876719,0.917673099643,0.863387978142
RBF_Classifier,0.901302178411,0.893631821186,0.808743169399
MLP_Classifier_2,0.918705123524,0.907158560172,0.808080808081
REP_Tree,0.84751125715,0.863619141457,0.791208791209
MLP_Classifier_10,0.939272240477,0.938204494861,0.875
Bayes_Network,0.823171473774,0.81969371795,0.769230769231
Adaboost,0.896282098089,0.897868255372,0.822857142857
Random_Forest,0.962760131435,0.952929390707,0.882978723404
FLDA,0.845868321772,0.763468812372,0.701030927835
