inst_index,actual_class,predicted_class,distribution_0,distribution_1
1.0,0.0,0.0,0.500024382513,0.499975617487
2.0,0.0,0.0,0.500360967359,0.499639032641
3.0,1.0,1.0,0.499860273208,0.500139726792
4.0,0.0,0.0,0.500286697546,0.499713302454
5.0,1.0,0.0,0.500006801467,0.499993198533
6.0,0.0,0.0,0.500006119934,0.499993880066
7.0,1.0,1.0,0.499934244353,0.500065755647
8.0,0.0,0.0,0.500213050335,0.499786949665
9.0,0.0,0.0,0.500077724679,0.499922275321
10.0,0.0,0.0,0.500170602472,0.499829397528
11.0,1.0,1.0,0.499892712018,0.500107287982
12.0,0.0,0.0,0.500271906217,0.499728093783
13.0,0.0,0.0,0.500204410433,0.499795589567
14.0,0.0,0.0,0.500271767496,0.499728232504
15.0,0.0,1.0,0.499989137732,0.500010862268
16.0,0.0,0.0,0.5001288399,0.4998711601
17.0,1.0,1.0,0.499717861589,0.500282138411
18.0,0.0,0.0,0.500252174624,0.499747825376
19.0,0.0,1.0,0.499702783214,0.500297216786
20.0,1.0,1.0,0.499851996752,0.500148003248
21.0,0.0,0.0,0.500193161364,0.499806838636
22.0,1.0,1.0,0.499856870299,0.500143129701
23.0,0.0,0.0,0.500285685722,0.499714314278
24.0,0.0,0.0,0.500063328493,0.499936671507
25.0,0.0,0.0,0.500251304804,0.499748695196
26.0,1.0,0.0,0.50018962829,0.49981037171
27.0,0.0,0.0,0.500390348505,0.499609651495
28.0,0.0,1.0,0.499907105738,0.500092894262
29.0,1.0,0.0,0.500022659731,0.499977340269
30.0,0.0,0.0,0.50015028165,0.49984971835
31.0,0.0,0.0,0.500165310009,0.499834689991
32.0,0.0,0.0,0.500291784796,0.499708215204
33.0,1.0,1.0,0.499928169688,0.500071830312
34.0,0.0,0.0,0.500311860155,0.499688139845
35.0,1.0,1.0,0.499728106878,0.500271893122
36.0,0.0,0.0,0.500127613417,0.499872386583
37.0,1.0,1.0,0.499839583959,0.500160416041
38.0,0.0,0.0,0.500147945916,0.499852054084
39.0,1.0,1.0,0.499884099325,0.500115900675
40.0,1.0,1.0,0.499870542827,0.500129457173
41.0,1.0,1.0,0.499715952554,0.500284047446
42.0,1.0,1.0,0.499780341279,0.500219658721
43.0,1.0,0.0,0.500019294788,0.499980705212
44.0,0.0,0.0,0.50030848238,0.49969151762
45.0,0.0,0.0,0.500045717689,0.499954282311
46.0,1.0,1.0,0.4997802485,0.5002197515
47.0,0.0,0.0,0.500129299825,0.499870700175
48.0,0.0,0.0,0.500232559968,0.499767440032
49.0,1.0,1.0,0.499407355308,0.500592644692
50.0,1.0,0.0,0.500094576183,0.499905423817
51.0,1.0,1.0,0.499775992439,0.500224007561
52.0,0.0,0.0,0.500173892235,0.499826107765
53.0,0.0,0.0,0.500128758364,0.499871241636
54.0,0.0,0.0,0.500252725705,0.499747274295
55.0,0.0,0.0,0.500040679458,0.499959320542
56.0,1.0,1.0,0.499739531098,0.500260468902
57.0,0.0,0.0,0.500088334617,0.499911665383
58.0,0.0,0.0,0.500412897946,0.499587102054
59.0,0.0,0.0,0.500221348835,0.499778651165
60.0,1.0,0.0,0.500234146584,0.499765853416
61.0,1.0,1.0,0.499784194354,0.500215805646
62.0,0.0,0.0,0.500261600451,0.499738399549
63.0,1.0,1.0,0.49998188774,0.50001811226
64.0,0.0,0.0,0.500237440188,0.499762559812
65.0,1.0,1.0,0.499693228662,0.500306771338
66.0,0.0,0.0,0.500153723909,0.499846276091
67.0,1.0,0.0,0.50008615636,0.49991384364
68.0,1.0,1.0,0.499589807806,0.500410192194
69.0,0.0,0.0,0.500289731744,0.499710268256
70.0,0.0,0.0,0.50042259333,0.49957740667
