Bagging,0.955577666405,0.942447521174,0.890965732087
Logit_Boost,0.923132042715,0.905570722169,0.864779874214
RBF_Classifier,0.931914963312,0.917649402168,0.858490566038
MLP_Classifier_2,0.929630175577,0.891097360281,0.877192982456
REP_Tree,0.921911851415,0.864940432861,0.88643533123
MLP_Classifier_10,0.94392033543,0.925444527,0.891338582677
Bayes_Network,0.854019261006,0.873381966763,0.835680751174
Adaboost,0.920212591719,0.910894393184,0.854430379747
Random_Forest,0.971227234015,0.96927809568,0.9125
FLDA,0.944894850629,0.903712392456,0.880763116057
