inst_index,actual_class,predicted_class,distribution_0,distribution_1
1.0,0.0,0.0,1.0,3.45838220656e-139
2.0,0.0,0.0,1.0,8.03326747478e-220
3.0,1.0,1.0,1.448149338e-28,1.0
4.0,0.0,0.0,1.0,2.46333454573e-243
5.0,1.0,1.0,5.47315563835e-253,1.0
6.0,1.0,1.0,1.00284851914e-317,1.0
7.0,0.0,0.0,1.0,2.62748158458e-221
8.0,1.0,1.0,2.5589264472e-268,1.0
9.0,0.0,1.0,2.86841674863e-139,1.0
10.0,0.0,0.0,1.0,8.71876389629e-190
11.0,0.0,0.0,1.0,4.65413237177e-48
12.0,0.0,0.0,1.0,3.3573124894e-174
13.0,0.0,0.0,1.0,3.05766420004e-245
14.0,0.0,0.0,1.0,8.44448998638e-241
15.0,1.0,1.0,1.02898224179e-293,1.0
16.0,1.0,1.0,1.99400201183e-106,1.0
17.0,1.0,1.0,0.0,1.0
18.0,1.0,1.0,8.82971160003e-281,1.0
19.0,0.0,0.0,1.0,1.89970332943e-164
20.0,0.0,0.0,1.0,4.65344406786e-179
21.0,0.0,0.0,1.0,1.28806524021e-242
22.0,0.0,0.0,1.0,6.18855814151e-241
23.0,0.0,0.0,1.0,1.9104905675e-158
24.0,0.0,0.0,1.0,2.96272778783e-231
25.0,1.0,0.0,1.0,1.30399945622e-216
26.0,0.0,0.0,1.0,1.08437798559e-243
27.0,0.0,0.0,1.0,5.64245776482e-237
28.0,0.0,0.0,1.0,1.212796154e-151
29.0,1.0,1.0,3.36600770093e-168,1.0
30.0,0.0,1.0,2.23257066482e-36,1.0
31.0,1.0,0.0,1.0,2.91101044197e-239
32.0,0.0,1.0,9.92851402661e-26,1.0
33.0,0.0,0.0,1.0,9.61169797013e-244
34.0,1.0,1.0,3.10814026933e-277,1.0
35.0,0.0,0.0,1.0,6.04184726959e-188
36.0,0.0,0.0,1.0,1.43438870688e-103
37.0,0.0,0.0,1.0,1.13794928973e-241
38.0,1.0,1.0,4.40977204857e-172,1.0
39.0,0.0,0.0,1.0,1.64536236841e-58
40.0,0.0,1.0,1.296819165e-262,1.0
41.0,0.0,0.0,1.0,5.15964111749e-218
42.0,1.0,1.0,2.43662679646e-269,1.0
43.0,0.0,1.0,1.82662653506e-251,1.0
44.0,1.0,1.0,2.77286765819e-09,0.999999997227
