Bagging,0.950761851981,0.934189628857,0.857142857143
Logit_Boost,0.904068912197,0.85862317392,0.790996784566
RBF_Classifier,0.920386981123,0.888893159083,0.816993464052
MLP_Classifier_2,0.922501146028,0.906877364997,0.867226890756
REP_Tree,0.897209849682,0.814961611273,0.84
MLP_Classifier_10,0.939380255479,0.896412222019,0.858552631579
Bayes_Network,0.828068446944,0.828005236519,0.776508972268
Adaboost,0.871056466676,0.825482811464,0.71452991453
Random_Forest,0.971544298255,0.961253282133,0.901639344262
FLDA,0.929993089623,0.913876909206,0.848585690516
