Bagging,0.964295977011,0.965972683358,0.909090909091
Logit_Boost,0.949439655172,0.947972842903,0.899755501222
RBF_Classifier,0.962068965517,0.961535509136,0.893939393939
MLP_Classifier_2,0.968247126437,0.975580350279,0.918781725888
REP_Tree,0.930387931034,0.846957866175,0.904306220096
MLP_Classifier_10,0.982816091954,0.984261748552,0.94472361809
Bayes_Network,0.802183908046,0.864617325378,0.805128205128
Adaboost,0.940201149425,0.95244389953,0.857142857143
Random_Forest,0.979195402299,0.980076334394,0.942643391521
FLDA,0.966724137931,0.948062209261,0.906329113924
